train_fraction,split_method,group_column,split,reaction_id,group_value
0.01,random,,train,reactions_2249,
0.01,random,,train,reactions_780,
0.01,random,,train,reactions_3178,
0.01,random,,train,reactions_3750,
0.01,random,,train,reactions_1867,
0.01,random,,train,reactions_1480,
0.01,random,,train,reactions_142,
0.01,random,,train,reactions_3232,
0.01,random,,train,reactions_2796,
0.01,random,,train,reactions_659,
0.01,random,,train,reactions_770,
0.01,random,,train,reactions_1760,
0.01,random,,train,reactions_945,
0.01,random,,train,reactions_800,
0.01,random,,train,reactions_2404,
0.01,random,,train,reactions_190,
0.01,random,,train,reactions_2586,
0.01,random,,train,reactions_1468,
0.01,random,,train,reactions_3386,
0.01,random,,train,reactions_3164,
0.01,random,,train,reactions_20,
0.01,random,,train,reactions_1489,
0.01,random,,train,reactions_3773,
0.01,random,,train,reactions_1396,
0.01,random,,train,reactions_2666,
0.01,random,,train,reactions_1048,
0.01,random,,train,reactions_2368,
0.01,random,,train,reactions_3756,
0.01,random,,train,reactions_3609,
0.01,random,,train,reactions_3512,
0.01,random,,train,reactions_1109,
0.01,random,,valid,reactions_1918,
0.01,random,,valid,reactions_2092,
0.01,random,,valid,reactions_2583,
0.01,random,,valid,reactions_2100,
0.01,random,,valid,reactions_1528,
0.01,random,,valid,reactions_892,
0.01,random,,valid,reactions_389,
0.01,random,,valid,reactions_445,
0.01,random,,valid,reactions_3336,
0.01,random,,valid,reactions_1161,
0.01,random,,valid,reactions_296,
0.01,random,,valid,reactions_2393,
0.01,random,,valid,reactions_3327,
0.01,random,,valid,reactions_241,
0.01,random,,valid,reactions_1408,
0.01,random,,valid,reactions_756,
0.01,random,,valid,reactions_604,
0.01,random,,valid,reactions_2222,
0.01,random,,valid,reactions_816,
0.01,random,,valid,reactions_3264,
0.01,random,,valid,reactions_2169,
0.01,random,,valid,reactions_944,
0.01,random,,valid,reactions_221,
0.01,random,,valid,reactions_3819,
0.01,random,,valid,reactions_283,
0.01,random,,valid,reactions_2055,
0.01,random,,valid,reactions_2810,
0.01,random,,valid,reactions_2958,
0.01,random,,valid,reactions_149,
0.01,random,,valid,reactions_1207,
0.01,random,,valid,reactions_2797,
0.01,random,,valid,reactions_29,
0.01,random,,valid,reactions_1517,
